name,id,phone,reservations,price_range,review,rating,y_phone_key,g_phone_key,y_id_no,y_name,y_rating,y_review,y_price_range,y_reservations,y_category,g_place_id,g_name,g_rating,lat,lng,g_price_range,composite_score
Little Prince,16789494,2123350566,0,4,17,3.6,12123350566,%2B12123350566,myYOl6CDu1fieWKxXn-1Og,Little Prince,3.5,300,$$$,0,French,ChIJ5c-evI1ZwokRhHh6FjhuLH8,Little Prince,4.4,40.7268765,-74.0027216,2,3.770491803
Blue Ribbon Bakery,16760893,2123370404,0,4,152,4.2,12123370404,%2B12123370404,ZQ-dG0tuqniCmfJ2mptRpQ,Blue Ribbon Federal Grill,4,81,$$$,0,American (Traditional),ChIJSdyJ6hdawokRGhswQj2IYqg,Blue Ribbon Federal Grill,4.4,40.7080047,-74.0077256,2,4.131147541
Elmo Restaurant,16765404,2123378000,0,3,85,3.9,12123378000,%2B12123378000,4TLA47W1Z2xHKNQTjMHfYg,Elmo,3.5,690,$$,0,American (New),ChIJ6-Yvh7xZwokRRwLG8NTqRQY,Elmo,4.2,40.7419397,-73.9974488,2,3.803278689
Blue Ribbon Sushi,16760896,2123430404,0,4,239,4.4,12123430404,%2B12123430404,QR1YIRzFjd2bi5iBzT9zXg,Blue Ribbon Sushi,4,1060,$$$,0,Sushi Bars,ChIJS7q7to1ZwokRWbN1t_AXYME,Blue Ribbon Sushi,4.5,40.726092,-74.0024082,2,4.229508197
Cipriani,16764624,2123430999,0,4,52,3.8,12123430999,%2B12123430999,o7ebhiCJTSsp43ynRDB1qA,Cipriani Downtown,3.5,286,$$$$,0,Italian,ChIJ71HLcIxZwokRXymDgawloWI,Cipriani,4.2,40.7235659,-74.0030019,4,3.770491803
Da Nico,16763908,2123431212,0,4,103,4.1,12123431212,%2B12123431212,iEUXrUUqGfUhpgYYSr5Zig,Da Nico Ristorante,3.5,698,$$,0,Italian,ChIJkwvCUIhZwokRBOF1SVW2DH8,Da Nico,4.3,40.7196823,-73.9970643,2,3.901639344
La Colombe Torrefaction,16785272,2123431515,0,2,27,3.9,12123431515,%2B12123431515,Toe219x40Dtq71_HOQ1OOg,La Colombe Coffee,4,348,$$,0,Coffee & Tea,ChIJPWpv9IpZwokRyO_TqOA2hbo,La Colombe Torrefaction,4.5,40.7198829,-74.0038136,2,4.06557377
Ed's Lobster Bar,16782061,2123433236,0,4,144,4.3,12123433236,%2B12123433236,Z2sNzskjS8Ck0plppRBJIg,Ed's Lobster Bar,4,922,$$$,0,Seafood,ChIJc5nm14hZwokRocHHOlsx79M,Ed's Lobster Bar,4.4,40.7220623,-73.997532,2,4.163934426
Mottsu,16772910,2123438017,0,4,17,3.6,12123438017,%2B12123438017,nrJtX2BcYW1e1zdokH_aGg,Mottsu,3.5,143,$$,0,Japanese,ChIJYy2rhoVZwokRhMtbBvmSu8I,Mottsu,3.9,40.7242825,-73.9945026,2,3.606557377
Il Laboratorio Del Gelato,16770469,2123439922,0,2,124,4.5,12123439922,%2B12123439922,HjZvV6WAdsusCRlY0iSxYg,il laboratorio del gelato,4,1276,$$,0,Ice Cream & Frozen Yogurt,ChIJ6yiuIodZwokRoAGoRh5xSlw,il laboratorio del gelato,4.6,40.7222387,-73.9870811,2,4.295081967
Chipotle Mexican Grill,16762956,2123440941,0,2,37,4.2,12123440941,%2B12123440941,xwOhe0kIfB-ogOkxRcKtVg,Chipotle Mexican Grill,3,150,$,0,Mexican,ChIJQ_4N7hNawokRxOz5_NjiNoA,Chipotle Mexican Grill,4,40.7043026,-74.012969,1,3.672131148
Financier Patisserie,16765934,2123445600,0,2,94,4.2,12123445600,%2B12123445600,0EHlocaJGVHPENeILaubUg,Financier Patisserie,4,363,$$,0,Coffee & Tea,ChIJhWwoKBRawokR6KcaaYiOM64,Financier Patisserie,4.3,40.704494,-74.0098782,2,4.098360656
Pearl Diner,16783270,2123446620,0,2,15,3.6,12123446620,%2B12123446620,0WunNhGa1dKYMm1N0dXs6Q,Pearl Street Diner,3,201,$,0,Diners,ChIJQ6hGfD1awokRebQ1HJwMDcw,Pearl Diner,4.1,40.7069432,-74.0062813,1,3.508196721
Bobby Van's Steakhouse,16781622,2123448463,0,4,33,3.6,12123448463,%2B12123448463,DC58K8Z_piVm7iAK0ZI_tQ,Bobby Van's Steakhouse,3.5,379,$$$,0,Steakhouses,ChIJGaoRuRZawokRBjROjwe6Ie4,Bobby Van's,4.1,40.7061417,-74.0110439,3,3.672131148
Nelson Blue,16781637,2123469090,0,3,24,3.9,12123469090,%2B12123469090,HCeOOzYWyVSstUwxgpAArg,Vintage 61 Sports Bistro,4,50,$$,0,Sports Bars,ChIJ2WtnbGZbwokRrtvKE-OsMC0,Vintage 61,4.3,40.7076153,-74.0017494,0,4
Great N.Y. Noodletown,16783261,2123490923,0,2,136,4.2,12123490923,%2B12123490923,d_TC6Om2EBTzHVm_lCgNtg,Great NY Noodle Town,3.5,1242,$,0,Cantonese,ChIJxxUYUyZawokRl_nFS_dkwio,Great NY Noodletown,4.2,40.7150317,-73.9970383,1,3.901639344
Pongsri Thai Restaurant,16782192,2123493132,0,3,70,4.3,12123493132,%2B12123493132,ZUsSH8xPciM8EnQxqlKXCg,Thai Jasmine Resturant,3.5,382,$$,0,Thai,ChIJmVdbMCdawokRh6Hf3Os0QcI,Thai Jasmine,4.2,40.7162516,-73.999943,2,3.93442623
Acqua,16782040,2123494433,0,4,31,3.9,12123494433,%2B12123494433,Fuk7jDI2XAcvHxqau5rKWA,Acqua Restaurant NYC,4,348,$$,0,Seafood,ChIJY16WtDxawokRVTvT0q_ehTo,Acqua Restaurant NYC,4.4,40.7082596,-74.0016198,2,4.032786885
Perry St,16775005,2123521900,0,4,115,4.3,12123521900,%2B12123521900,2VpurA2lb-q90nmALklNcA,Perry St,4,915,$$$,0,American (New),ChIJ_Ry4hutZwokR0rYn7FKT3W8,Perry St,4.5,40.7344162,-74.0096694,4,4.196721311
Wallse,16780728,2123522300,0,4,77,3.9,12123522300,%2B12123522300,tV2IY8q92bOEwVC4McgPjw,Wallse,4,258,$$$,0,German,ChIJG3s3FOtZwokR_4_2VL14m0Q,Wallsé,4.4,40.73541,-74.008212,3,4.032786885
The Park,18016189,2123523313,0,4,65,3.8,12123523313,%2B12123523313,AcbabScZqRVPwC-aaim0Fw,The Park,3,1891,$$,0,American (New),ChIJQYHxp7hZwokRLgncNuOR-0k,The Park,3.9,40.744223,-74.0063139,2,3.508196721
Boucherie Union Square,18112399,2123530200,0,2,7,3.4,12123530200,%2B12123530200,8XHbZIKDQbXhyKIGiukVeQ,Boucherie Union Square,4.5,529,$$$,restaurant_reservation,Steakhouses,ChIJc1Vf7KFZwokR1YL2Rn9oxi8,Boucherie,4.6,40.7372552,-73.9882246,3,4.098360656
Maison Kayser,16790787,2123542300,0,3,22,3.8,12123542300,%2B12123542300,uDWRGAtDW1z7lWpRCfuXAg,Maison Kayser,3.5,378,$$,0,Bakeries,ChIJexQqhwBZwokR5oDlgy6qGuQ,Maison Kayser,4.3,40.7524238,-73.9825805,2,3.803278689
Tree Bistro,16781554,2123587171,0,4,74,4.1,12123587171,%2B12123587171,bjSOXAOXFLMATHlrnWb_3A,Tree Bistro,3.5,332,$$,0,French,ChIJAWej8Z1ZwokRXyR4rMgMVRw,Tree Bistro,4.4,40.729644,-73.983593,2,3.93442623
S'MAC,16776778,2123587912,0,2,625,4.7,12123587912,%2B12123587912,bRPq-Nmct5bOuOtsu8fC7Q,S'MAC,3.5,2144,$$,0,American (Traditional),ChIJC2z1451ZwokRdm70SHTgRD0,S'MAC East Village,4.3,40.730212,-73.983724,1,4.098360656
The MasalaWala,16787506,2123589300,0,4,45,4.1,12123589300,%2B12123589300,sCC7-hSdCkNPExejZT9BAQ,The MasalaWala,4.5,1385,$$,0,Indian,ChIJKVvuxYNZwokRVW7L_vV8dSg,The MasalaWala,4.2,40.7219227,-73.9866681,2,4.196721311
Lincoln Ristorante,16785624,2123596500,0,4,43,4,12123596500,%2B12123596500,uDJw4dQiySoNCBoUalW1Ww,Lincoln Ristorante,4,551,$$$$,0,Italian,ChIJk_Dtk19YwokRF5wWFVytjQM,Lincoln Ristorante,4.4,40.7733701,-73.983728,4,4.06557377
Milk Burger,16786600,2123601988,0,2,19,3.8,12123601988,%2B12123601988,I1n43HOVBpR4_rccHOTS2A,Milk Burger,4,90,$$,0,Burgers,ChIJQctPo-n1wokRPDPYTdjxlf4,Milk Burger,4.4,40.803521,-73.920133,2,4
La Nostra Pizzeria,16770349,2123607453,0,3,8,3.7,12123607453,%2B12123607453,uCylIY_ELLa_7-MsVQWsSw,La Nostra Pizzeria,4,76,$,0,Pizza,ChIJd1UoNAH2wokRkQ7Bl9Q5lgE,La Nostra Pizzeria,4.4,40.793245,-73.940233,1,3.967213115
Carmine's,16762161,2123622200,0,4,270,4.4,12123622200,%2B12123622200,mTWlEiCUEBlxBAkIikkB1A,Carmine's Italian Restaurant - Upper West Side,4,1272,$$,0,Italian,ChIJrXva_oJYwokROtv_EdGJgH0,Carmine’s,4.4,40.7910963,-73.9739914,2,4.196721311
Peacefood Café,16784221,2123622266,0,3,66,4.2,12123622266,%2B12123622266,zBf-m72ATTPTey-_9vu3Yw,Peacefood Cafe,4,1217,$$,0,Vegan,ChIJ29UL34VYwokR1G92GClLcCE,Peacefood Cafe,4.4,40.785275,-73.977012,2,4.131147541
Dovetail,16781747,2123623800,0,4,119,4.4,12123623800,%2B12123623800,zMsmQ6WLgQAjVZyVbirO1A,Dovetail,4,694,$$$$,0,American (New),ChIJkd9JorFZwokRqSreqjTTKds,Leonti,4.7,40.7809464,-73.9765979,0,4.295081967
Sushi of Gari,16766573,2123624816,0,4,54,4.2,12123624816,%2B12123624816,iHwhkW0LLlu81ZCir-lFQA,Gari Columbus,4,321,$$$$,0,Sushi Bars,ChIJRf0k0Y5YwokR7hh2IBTl3LY,Gari,4.5,40.781159,-73.976445,4,4.163934426
Nanoosh,16782184,2123627922,0,3,54,4,12123627922,%2B12123627922,RJnCxu9gAbYmCftd5BMOMg,Nanoosh,3.5,408,$$,0,Middle Eastern,ChIJG5Sfv4pYwokRPU506Sd3rP0,Nanoosh,4.1,40.7758355,-73.9817565,1,3.803278689
Clinton Hall,16789805,2123636000,0,3,14,3.4,12123636000,%2B12123636000,nm5rcWNmfevNXLNQAITi5w,Clinton Hall,3.5,594,$$,0,Bars,ChIJzyOU_BBawokRj4LQDcuFZkQ,Clinton Hall,4.2,40.70803,-74.014869,2,3.639344262
Basta Pasta,16760306,2123660888,0,4,140,4.3,12123660888,%2B12123660888,5Akss-swwfyoSVeIsDBbvw,Basta Pasta,4,1376,$$,restaurant_reservation,Italian,ChIJ8ZR_2qJZwokRbgMBJB59zRo,Basta Pasta,4.3,40.7388459,-73.9939961,2,4.131147541
Joe's Pizza,16765796,2123661182,0,3,210,4.6,12123661182,%2B12123661182,uc5qQMzs96rzjK27epDCug,Joe's Pizza,4,2315,$,0,Pizza,ChIJ8Q2WSpJZwokRQz-bYYgEskM,Joe's Pizza,4.5,40.7305876,-74.002141,1,4.295081967
The City Bakery,16763164,2123661414,0,2,203,4.4,12123661414,%2B12123661414,n96xdFOIejvq92pZ8-bYpw,"Birdbath, Neighborhood Green Bakery",4,34,$$,0,Bakeries,ChIJd8ak_KJZwokR3SZJfV3v1Kk,The City Bakery,4.2,40.7388564,-73.9924244,2,4.131147541
Dell'Anima,16781711,2123666633,0,4,147,4.4,12123666633,%2B12123666633,pxtno4adrYTjyQsxngTj9A,dell'anima,4,624,$$$,0,Italian,ChIJLzGNe5VZwokRNFN6h4rN3DY,dell'anima,4.5,40.7623377,-73.9967579,2,4.229508197
Empellon Taqueria,16786455,2123670999,0,4,91,4.1,12123670999,%2B12123670999,5LO5C4doYF_UP2OB29zYMg,Empellón Taqueria,3.5,678,$$$,0,Mexican,ChIJS3YtZJRZwokR15ezAH-2Sec,Empellon Taqueria,4.3,40.734142,-74.0030683,2,3.901639344
Mumbai Masala Indian Grill,18108991,2123680100,0,3,4,2.5,12123680100,%2B12123680100,lIE4KHySIenwPbta1JuM8Q,Mumbai Masala,4.5,169,$$,0,Indian,ChIJZ6mFI332wokReUUIieTUemg,Mumbai Masala,4.4,40.8268959,-73.9466121,0,3.737704918
Keur Sokhna Restaurant Plus,16769658,2123685005,0,3,11,3.9,12123685005,%2B12123685005,wLiyIxZP_PjQkFFyT-L5JQ,Keur Sokhna Restaurant,4,80,$$,0,Senegalese,ChIJH_Y7KDiUwokR0ZWRv_LIjFk,Keur Sokhna,4.2,40.8135225,-73.9447057,1,3.967213115
Little Luzzo's,16790785,2123692300,0,1,3,0,12123692300,%2B12123692300,7aXY5AkXafxkDsq6k9E7Mg,Little Luzzo's,3.5,152,$,0,Pizza,ChIJ34TKkqZYwokRDDdiBs9avEw,Little luzzo's Ciro Adamo,4.3,40.786293,-73.951528,1,2.557377049
Lemon Life,16784214,2123692886,0,3,6,3.5,12123692886,%2B12123692886,jn7q4o79x_Sl27EcqGWvhQ,Lemon Life,3.5,49,$,0,Sushi Bars,ChIJbwTxTAH2wokRUwXPOya3MoA,Sushi Lemon Life,4.3,40.7934107,-73.9408712,1,3.704918033
La Preciosa China Restaurant,16770398,2123693921,0,2,4,3.4,12123693921,%2B12123693921,nrsWSUJdNtOhV2UzPi-oOQ,La Preciosa China Restaurant,3,23,$$,0,Chinese,ChIJx0_TdQb2wokRuVmAGJARHno,La Preciosa,4.3,40.7984891,-73.9408978,2,3.508196721
Quality Meats,16775853,2123717777,0,4,181,4.2,12123717777,%2B12123717777,kB-lmHs7yNwLIlQyp0kMmQ,Quality Meats,4,1913,$$$$,0,Steakhouses,ChIJo8ujsPBYwokRbJ1cEtujTcc,Quality Meats,4.5,40.7649079,-73.976242,4,4.163934426
Tiny's & The Bar Upstairs,16786533,2123741135,0,4,43,3.8,12123741135,%2B12123741135,BSv3awhABROYjjwlQaQ-Qw,Tiny's & The Bar Upstairs,4,542,$$,0,Bars,ChIJ2a47oB9awokRj5umaLKRd1s,Tiny's & The Bar Upstairs,4.5,40.7167399,-74.0080577,2,4.032786885
The Capital Grille,16784212,2123741811,0,4,47,4.1,12123741811,%2B12123741811,ud4-0gH8YlAExTBJoADPtw,The Capital Grille,4,557,$$$,0,Seafood,ChIJTXb6QRdawokRPZZKPYmvWcU,The Capital Grille,4.6,40.7078997,-74.0102563,4,4.163934426
Bin No. 220,16760674,2123749463,0,2,25,3.8,12123749463,%2B12123749463,RTA_esY_iOwFe3qyNzHeLQ,BIN No. 220,4,81,$$,0,Wine Bars,ChIJa0pawTxawokRwIjjrLfRIPs,Bin No 220,4.5,40.707559,-74.0024003,2,4.032786885
Pronto Pizza,16775739,2123749595,0,2,12,3.4,12123749595,%2B12123749595,LMuEESylhcBthCa9XBmIzw,Pronto Pizza,2.5,122,$,0,Pizza,ChIJZVXM_xlawokReEv4YZSXFvA,Pronto Pizza Liberty,3.5,40.7097006,-74.0122613,1,3.081967213
McDonald's,16772046,2123852066,0,1,14,2.1,12123852066,%2B12123852066,jPIZ3FR5LNcwPuUHi2Fe4g,McDonald's,2.5,94,$,0,Fast Food,ChIJ2_VLfRdawokRXKfA6CMf5YQ,McDonald's,3.8,40.7094789,-74.0100364,1,2.754098361
Luke's Lobster,16784183,2123878487,0,3,249,4.5,12123878487,%2B12123878487,UXTTvSG3TVbSkbVGVtZ8dA,Luke's Lobster East Village,4,1500,$$,0,Seafood,ChIJeUDdIp1ZwokRuudtrp6g0HM,Luke's Lobster East Village,4.4,40.727,-73.985264,2,4.229508197
Death & Co.,16781502,2123880882,0,4,119,4.2,12123880882,%2B12123880882,H1QphdrrsaB472y9HXi2Ow,Death & Co,4,1464,$$$,0,Lounges,ChIJKU1MNJ1ZwokRQ7eiWK511vI,Death & Company,4.4,40.7259632,-73.9846206,3,4.131147541
Tessa,16791627,2123901974,0,4,14,3.7,12123901974,%2B12123901974,8nXo6lNJlXQQIdy8Kf7J9Q,Tessa,4,345,$$$,0,Mediterranean,ChIJr6LJHIlYwokR1nUYpYgH7Uc,TESSA,4.3,40.781437,-73.9792187,3,3.93442623
db Bistro moderne,16764086,2123912400,0,4,174,4.3,12123912400,%2B12123912400,R15b1EaOvR3xe9xLacMJdg,DB Bistro Moderne,3.5,669,$$$,0,French,ChIJTzk87v9YwokRbmG0Ufuc5c4,db Bistro Moderne,4.3,40.7559546,-73.9821076,3,3.967213115
Catch,16787069,2123925978,0,4,114,4.1,12123925978,%2B12123925978,7VqMGK9uwi0vKqOjdKyIUA,Catch NYC,3.5,2091,$$$,0,Asian Fusion,ChIJCRHri79ZwokRtRtXu6RcEsA,Catch NYC,4.1,40.7402272,-74.0063403,3,3.836065574
Queen of Sheba,16775866,2123970610,0,3,103,4.2,12123970610,%2B12123970610,eCjQpniDmsnw3Hc9qP0ASw,Queen of Sheba,3.5,598,$$,0,Ethiopian,ChIJ6y-Q8VFYwokRnQR33qALiHA,Queen of Sheba,4.1,40.7619526,-73.9935044,2,3.868852459
Becco,16760367,2123977597,0,4,612,4.6,12123977597,%2B12123977597,QObHX0yR6zd0WfksRDbJTA,Becco,3.5,2733,$$$,0,Italian,ChIJndGJ5FNYwokRricJvhT0t1s,Becco,4.3,40.760804,-73.9898324,2,4.06557377
Turkish Cuisine,16780084,2123979650,0,4,33,3.7,12123979650,%2B12123979650,jxfNkW2RkXhUW5_DwWEbHQ,Turkish Cuisine,3.5,311,$$,0,Turkish,ChIJeZj1ylNYwokRzHVeMH9ahsE,Turkish Cuisine,4.1,40.7601202,-73.9917041,2,3.704918033
ViceVersa,16780495,2123999291,0,4,45,4,12123999291,%2B12123999291,v1M1HIQBVwYatEF_iOmedw,ViceVersa,4,240,$$$,0,Italian,ChIJkY8CG1dYwokR4l0m5PYiun4,ViceVersa,4.5,40.7635657,-73.9867501,3,4.098360656
Apothéke,16782823,2124060400,0,4,50,3.9,12124060400,%2B12124060400,P3NfoMjBy_o2BTNNZ-5okg,Apothèke,4,1406,$$$,0,Lounges,ChIJNxEu8SZawokRARkMLjXhyBY,Apotheke,4.3,40.7144183,-73.9981718,3,4
Polash Indian Cuisine Restaurant,16787495,2124100276,0,2,11,3.4,12124100276,%2B12124100276,bgMbt6XbOaAu5VNXr5kCdQ,Polash,4,205,$$,0,Indian,ChIJdT6sXgj2wokR8OZiKQUJN54,Polash,4.3,40.799584,-73.938406,2,3.836065574
Charlie's Place,16783245,2124100277,0,2,15,3.6,12124100277,%2B12124100277,us2cegdaGlJRLbSLZsu54w,Charlie's Place,4,115,$,0,Sushi Bars,ChIJT4-Zcwv2wokRH7wV0JwDc4I,Charlie's Place,4.4,40.8062204,-73.940563,1,3.93442623
Capri Bakery,16762068,2124101876,0,2,3,3.4,12124101876,%2B12124101876,vKysdsE8IjOtNgSmEQd0og,Capri Bakery Corp,3.5,55,$,0,Bakeries,ChIJ5Q9gGAb2wokR4ImEyD_EVYY,Capri Bakery,4.4,40.7979864,-73.9405047,1,3.704918033
Sisters Caribbean Cuisine,16777663,2124103000,0,2,21,3.8,12124103000,%2B12124103000,H4fS32597GN025rMM85W-g,Sisters' Caribbean Cuisine,4,148,$$,0,Caribbean,ChIJ4bMvkQv2wokRUPRQUqYPUEc,Sisters,4.4,40.8050196,-73.9408063,2,4
Empire Corner II,16765456,2124105756,0,2,5,3.3,12124105756,%2B12124105756,4jRVqVqkCNFwV8xxh2Jo3Q,Empire Corner II,2.5,19,$,0,Chinese,ChIJLffM6g_2wokR1b5ZSkzGTr8,Empire Corner II,3.3,40.8004704,-73.9463881,1,2.983606557
New Ivoire Restaurant,16768504,2124105982,0,4,4,3.5,12124105982,%2B12124105982,Q4WZzRcHCXH5-fh08XARqw,New Ivoire,3.5,32,$$,0,African,ChIJo2Tt1g72wokRXr1DbBNZ7YA,New Ivoire,4.2,40.8013675,-73.9423776,1,3.672131148
La Fonda Restaurant & Tapas Bar,16791331,2124107292,0,4,28,3.8,12124107292,%2B12124107292,wRB5UDy1rhal-14brCUc0Q,La Fonda Restaurant & Tapas Bar,3.5,182,$$,0,Puerto Rican,ChIJGZFqAQP2wokRf6_pCfLV8dM,La Fonda Boricua,4.2,40.7919701,-73.9449899,2,3.770491803
The Clocktower,17817897,2124134300,0,4,12,3.7,12124134300,%2B12124134300,vRqj40pRwz0OHHRVgOdgRg,The Clocktower,4,344,$$$,0,British,ChIJe_H4tKZZwokRIKL-M0_luB0,The Clocktower,4.4,40.7412504,-73.9875224,3,3.967213115
Cafeteria,16761868,2124141717,0,4,639,4.5,12124141717,%2B12124141717,UXVDyIzmO5kmJnlv-HDXLg,Cafeteria,3.5,3210,$$,0,American (New),ChIJ329uV7xZwokRfM6dcDcOtKY,CAFETERIA,4.1,40.7405304,-73.9979937,2,3.967213115
Cones Ice Cream Artisans,16763409,2124141795,0,2,52,4.1,12124141795,%2B12124141795,Hlj1BRYzB2xJxl8_UEnrDw,CONES - Artisanal Ice Cream,4.5,571,$$,0,Ice Cream & Frozen Yogurt,ChIJUc5pppNZwokRnoGJZkPIig8,Cones Artisanal Ice Cream,4.6,40.7315604,-74.0033876,1,4.327868852
Molly's Cupcakes,16786986,2124142253,0,2,53,4.3,12124142253,%2B12124142253,Hs1TH_4FpyzbX6_J5r1XXg,Molly's Cupcakes,4.5,1619,$$,0,Bakeries,ChIJcymmSJJZwokR2QAVzWB_0LA,Molly's Cupcakes,4.7,40.73011,-74.002515,2,4.426229508
Takashi,16785031,2124142929,0,4,74,4.1,12124142929,%2B12124142929,6qzNc9Z9DHYYleKqrW_K3g,Takashi,4,961,$$$,restaurant_reservation,Japanese,ChIJiyUQ1exZwokRTjx9d3tpTZg,Takashi,4.5,40.7314551,-74.0064215,3,4.131147541
Sugar Factory,18074574,2124148700,0,4,8,2.1,12124148700,%2B12124148700,i3BvtrISzpc619EBc_Slcg,Sugar Factory,3.5,593,$$$,0,American (New),ChIJrYUkCMBZwokRR0U6XKS-jpA,Sugar Factory American Brasserie,3.9,40.7403059,-74.0075931,0,3.114754098
Freemans,16766284,2124200012,0,4,294,4.4,12124200012,%2B12124200012,U6nt64iBU68ng-GfeYCuew,Banzarbar,4.5,22,$$$,0,Cocktail Bars,ChIJRcCC14VZwokRvJiDo29-IGM,Freemans,4.4,40.7219877,-73.9924573,2,4.360655738
Frank,16766232,2124200202,0,4,139,4.2,12124200202,%2B12124200202,EL5Y6BSinmUte5VW4Eh54Q,Frank,3.5,660,$$,0,Italian,ChIJK2OWqJxZwokRoCCR3y2v3o0,Frank,4.4,40.7268777,-73.9886954,2,3.967213115
Lil' Frankie's,16770900,2124204900,0,4,110,4.2,12124204900,%2B12124204900,TWH4MjLtN1fKlF-7n6YXHg,Lil' Frankie's,4,1022,$$,0,Pizza,ChIJK2OWqJxZwokRVvZekLjy2wk,Lil' Frankie's,4.3,40.7235162,-73.9885579,2,4.098360656
Cuba,16763777,2124207878,0,4,127,4.3,12124207878,%2B12124207878,UKy0nNjMkOBEU3dOCH831w,Cuba Restaurant and Rum Bar,4,1486,$$,0,Cuban,ChIJO6pbvpFZwokRdS9IOor-vjA,Cuba,4.4,40.7290916,-73.9988446,2,4.163934426
The Smith,16781721,2124209800,0,4,198,4.4,12124209800,%2B12124209800,k5NAz3-goMXKoUqPfOZ1Hw,The Smith,3.5,1886,$$,0,American (New),ChIJcXq9AZxZwokRZ56WZuGnZkg,The Smith,4.3,40.731068,-73.9884998,2,4
Ginny's Supper Club,16788280,2124213821,0,4,4,2.8,12124213821,%2B12124213821,jFgLOxswrUC_c-iqMjBLyQ,Ginny's Supper Club,3.5,167,$$$,0,Southern,ChIJH-kbJw32wokR_UxCBmg1weg,Ginny's Supper Club,4.4,40.8080509,-73.9447715,2,3.508196721
Jim Brady's Restaurant,16768914,2124251300,0,4,16,3.7,12124251300,%2B12124251300,0whkxT11d-NvKWN7gIGf7Q,Jim Brady's Irish Pub and Restaurant,3.5,120,$$,0,Pubs,ChIJC5spwRdawokRErDs_NkjLJk,Jim Brady's,4.3,40.7076363,-74.0075839,2,3.770491803
Zigolinis Gourmet Delicatessen,16781436,2124257171,0,2,24,4,12124257171,%2B12124257171,W8CezvGWALSyK_FfWoNYgA,The Lovelace,3.5,45,$$,0,Cocktail Bars,ChIJwf4cPxRawokRpQvSdaTV8kk,The Lovelace,4.4,40.703485,-74.010831,0,3.901639344
Félix,16766466,2124310021,0,4,46,3.5,12124310021,%2B12124310021,WS0ipFMNDJDy_MOylP-JGw,Felix,3,385,$$$,0,French,ChIJE4nPdYtZwokRFybT0wpKdXo,Felix,3.8,40.7225405,-74.003794,3,3.37704918
Gigino Trattoria,16766687,2124311112,0,4,66,4,12124311112,%2B12124311112,ZlwjT-jygnYqM5qDE0CuLQ,Gigino Trattoria,3.5,245,$$,0,Italian,ChIJOYhlWR5awokROi9Hpwx0iQI,Gigino Trattoria,4.2,40.7172647,-74.0104673,2,3.836065574
Da Gennaro,16763900,2124313934,0,4,84,4.2,12124313934,%2B12124313934,JyXn_GCGM2DsNYIzgzQrDw,Da Gennaro,4,833,$$,0,Italian,ChIJaSAL0olZwokRL5R4BwHyWwQ,Da Gennaro,4.2,40.7182928,-73.9980368,2,4.06557377
cafe bari soho,16760200,2124314350,0,2,29,3.7,12124314350,%2B12124314350,idyZhq9vMaYxQ40hYH2x5g,Cafe Bari,4,82,$$,0,American (New),ChIJ7_c8yY5ZwokRKIArrMkYHmk,Cafe Bari,4.7,40.7189965,-74.0018072,0,4.06557377
Georgetown Cupcake,16787728,2124314504,0,2,63,4.3,12124314504,%2B12124314504,XxDsM2Q_tD8iP6T58785uw,Georgetown Cupcake,4,876,$$,0,Bakeries,ChIJ1cArv45ZwokRat0jLRtNHRE,Georgetown Cupcake,4.4,40.7238181,-73.9994362,2,4.163934426
Estancia 460,16777856,2124315093,0,4,14,3.6,12124315093,%2B12124315093,MlOdJ9tK3idyXGR4Yo7ttQ,Estancia 460,3.5,124,$$,0,Argentine,ChIJ3TKSfPRZwokRahksh93oAN0,Estancia 460,4.4,40.7237676,-74.0096509,2,3.770491803
Gotan,17755260,2124315200,0,2,7,3.2,12124315200,%2B12124315200,nKpHJSu7xbGyerOjfLRzfA,Gotan,4,364,$$,0,Cafes,ChIJifdeVPVZwokRlCHFXdRcoR8,Gotan TriBeCa,4.5,40.7192553,-74.0066082,2,3.836065574
VCafe,16780520,2124315888,0,4,18,3.6,12124315888,%2B12124315888,CHW9sTtJxM6z8cqEy84aWg,VCafe,3,192,$$,0,Vietnamese,ChIJETz_OR5awokRwDkAuMPA1OU,VCafé,4.2,40.7184384,-74.0102982,2,3.540983607
Lure Fishbar,16771335,2124317676,0,4,171,4.3,12124317676,%2B12124317676,aSFBv64GBpMOFPqIleeQFQ,Lure Fishbar,4,1578,$$$,0,Seafood,ChIJgS2D-o5ZwokRgS5knl8ipzI,Lure Fishbar,4.4,40.724703,-73.9983278,3,4.163934426
Macao Trading Company,16782816,2124318750,0,4,82,4.1,12124318750,%2B12124318750,V0fsa_JXEEgh6O492Y4PSA,Sugar Bar & Lounge,3,22,$$$,0,Lounges,ChIJA9S9jIpZwokRZTF0bHWwXYU,Macao Trading Co,4.5,40.719629,-74.003939,3,3.803278689
La Mela,16770330,2124319493,0,4,163,4.3,12124319493,%2B12124319493,jo30o65XFWmgMJS86zFiFQ,La Mela Ristorante,3.5,738,$$,pickup,Italian,ChIJEw1TVohZwokRA2vBXEexlVY,La Mela,4.3,40.7199036,-73.9972937,2,3.967213115
Merchants River House,16786896,2124321451,0,4,13,3.3,12124321451,%2B12124321451,urwh2Hw3zK4FIE5Zu43NfA,The Terrace,4.5,4,0,0,Cocktail Bars,ChIJD3FzsBpawokR9Vi6ReQdroI,Merchants River House,4.3,40.7114153,-74.0178676,2,3.967213115
