name,id,phone,reservations,price_range,review,rating,y_phone_key,g_phone_key,y_id_no,y_name,y_rating,y_review,y_price_range,y_reservations,y_category,g_place_id,g_name,g_rating,lat,lng,g_price_range
Lemonade,16832404,3104526200,0,2,64,4.3,13104526200,%2B13104526200,CmqK4gUPGitU6bywUIehmQ,Lemonade,4,1488,$$,0,Salad,ChIJmzV7iJW6woARuBK1wxcBNJE,Lemonade,4.3,33.9893359,-118.462593,2
Leo & Lily,16834784,8182226622,0,2,20,3.6,18182226622,%2B18182226622,KnmFKj-CYji2Nzi4k19aZg,Leo & Lily,4,1613,$$,pickup,Cafes,ChIJaywe_I-ewoARj7WxvFgrARo,Leo & Lily,4.4,34.1681829,-118.6151452,2
Literati Cafe,16826015,3102317484,0,1,26,3.8,13102317484,%2B13102317484,KlELKhkxoL2ZZqsolXuEhg,Literati Cafe,3.5,1198,$$,0,Coffee & Tea,ChIJ0Tq8kly7woARpNP3U6H_31k,Literati Cafe,4.2,34.0444539,-118.4674537,2
Little Siam Thai Cuisine,16816563,8187855464,0,1,13,3.7,18187855464,%2B18187855464,_8drZw-afEWTD1w-tm7Xyg,Little Siam Thai Cuisine,4,401,$,0,Thai,ChIJq3Rv5AqXwoARmK69GvV02D8,Little Siam Thai Cuisine,4.6,34.179232,-118.4610878,1
Little Toni's,16816567,8187630131,0,1,65,4.1,18187630131,%2B18187630131,OUkWFE2o3ilx2fKa4FYB3A,Little Toni's,3.5,847,$$,0,Pizza,ChIJh2gvgB--woAR9MEDy42Yu2w,Little Tonis Restaurant,4.4,34.1567701,-118.3700702,2
Lotus Vegan,16825999,8187608088,0,1,52,4.1,18187608088,%2B18187608088,8r4YzjW1zWTdeB6QnQ6kCg,Lotus Vegan,4.5,1032,$$,pickup,Vegan,ChIJgaqM0fSVwoARTLJPTp64pNM,Lotus Vegan,4.6,34.1560235,-118.3694771,0
M Cafe,16816926,3235250588,0,2,102,4.4,13235250588,%2B13235250588,L5qaQ5zols5hwMlxwtAfIg,M Cafe- Melrose,4,867,$$,0,Vegan,ChIJxRQ_tSq_woARitvApb7u8os,M Cafe,4.3,34.0836213,-118.3449417,2
M Grill,16816928,2133892770,0,4,47,4.1,12133892770,%2B12133892770,Wjckf5QPdVQw1ZG82zEarA,M Grill,4.5,1929,$$$,0,Brazilian,ChIJC4u0UoW4woARuxLqDlw5e1o,M Grill Brazilian Churrascaria,4.5,34.061408,-118.3104412,3
Ma Dang Gook Soo,16826007,2134876008,0,1,11,3.7,12134876008,%2B12134876008,R02yvpCAL64FgxLmoswAew,Ma Dang Gook Soo,4,609,$,0,Korean,ChIJGcFVcIa4woARZVbvMtEaTlM,Ma Dang Gook Soo,4.3,34.056166,-118.3095023,1
Maccheroni Republic,16835997,2133469725,0,2,34,4.1,12133469725,%2B12133469725,gd6PYDx-leOM97a3MWoO1g,Maccheroni Republic,4,2654,$$,0,Italian,ChIJvVvovUvGwoARYrOMSp23rpQ,Maccheroni Republic,4.5,34.050038,-118.2485508,2
Maggiano's Little Italy,16816970,8188873777,0,2,54,4.2,18188873777,%2B18188873777,miUU5KbUvpbEcbqcjsk6Ew,Maggiano's Little Italy,4,1121,$$,0,Italian,ChIJ6d1XZSCcwoARn7cJTsk5pTA,Maggiano's Little Italy,4.5,34.1816323,-118.6038108,2
Mao's Kitchen,16832976,3105818305,0,2,45,3.9,13105818305,%2B13105818305,G_JRjoN_DOMHGtG-jscHDQ,Mao's Kitchen,3,898,$$,0,Chinese,ChIJ3VPZU7i6woARdtKogDCfCrI,Mao's Kitchen,4.1,33.9880314,-118.4723769,1
Vinny's Pizza,16824614,3106418666,0,1,19,4.1,13106418666,%2B13106418666,DLTv68OPrVpzhUasP4UvqQ,Loyola Pizza,4.5,23,0,0,Pizza,ChIJxa11PK-xwoARiW1BUjximcw,Marco Pizza,5,33.9617321,-118.4199218,0
Maria's Italian Kitchen,16817211,3104766112,0,2,13,3.6,13104766112,%2B13104766112,TjLM-VHOgZ3GSn-N9yoSeA,Maria's Italian Kitchen,3.5,161,$$,0,Pizza,ChIJU1bzb7u8woARCpPr5IFWoFo,Maria's Italian Kitchen,3.9,34.0643337,-118.4697758,0
Maria's Italian Kitchen,16817215,8182250586,0,2,24,3.9,18182250586,%2B18182250586,XKSxvFuiPwhrw_dKeoG8gQ,Maria's Italian Kitchen,3.5,257,$$,0,Pizza,ChIJa2aIUGeewoARguoZQ_mCu2Y,Maria's Italian Kitchen,4.2,34.1572008,-118.6342132,2
Mario's Peruvian Seafood Restaurant,16817264,3234664181,0,2,70,4.3,13234664181,%2B13234664181,Fb3WueRF1ekhs72psinq5w,Mario's Peruvian & Seafood,4,2228,$$,0,Seafood,ChIJ6wEv18u4woAR3UWTV7FCQ9k,Mario's Peruvian & Seafood,4.4,34.0831331,-118.3262359,2
Marmalade Cafe - Sherman Oaks,16817373,8189058872,0,2,45,4.1,18189058872,%2B18189058872,fFCMkTWV1i4fHEh9DKNYUQ,Marmalade Cafe - Sherman Oaks,4,949,$$,0,Breakfast & Brunch,ChIJya8V-8OXwoARCooF3XsjuZk,Marmalade Cafe - Sherman Oaks,4.3,34.1521099,-118.4578139,2
Mary & Robbs Westwood Cafe,16817413,3104783822,0,2,19,4,13104783822,%2B13104783822,n_5wmb1fzqSIOMNU1CvwMQ,Mary & Robb's Westwood Cafe,4,376,$$,0,American (Traditional),ChIJuaOiyni7woARea26cB8nuu0,Mary and Robbs Westwood Cafe,4.4,34.0543348,-118.4411591,2
Kogi King BBQ,16832496,3233730700,0,1,11,3.5,13233730700,%2B13233730700,bMwjNPQxj40QqGm2BNtR3A,Don Dae Gam,4.5,89,$$,0,Korean,ChIJ3zq9EH24woAR8huV5bC1wco,Meat Love Korean BBQ,4.4,34.0497444,-118.309413,1
Novel Cafe,16818709,3102086410,0,1,25,3.7,13102086410,%2B13102086410,Ez8zkstvG6graowaZFOKug,Kony Pizzeria,4,61,$,0,Pizza,ChIJsfQoA4K9woAR12eqhnjo6Dk,Meat Your Seoul,4.2,34.0599296,-118.4465677,0
Melody Bar and Grill,16826063,3106701994,0,2,15,3.8,13106701994,%2B13106701994,ff_x5oASbBa3Mmd2Rvr1kg,Melody Bar and Grill,4,625,$$,0,Bars,ChIJn9dwd9OwwoARJSS_JjeTStM,Melody Bar & Grill,4.3,33.9537235,-118.3958827,2
Mercado Buenos Aires,16825799,8187860522,0,2,15,3.9,18187860522,%2B18187860522,BWd06JUkb2qJLn-HH3_phQ,Mercado Buenos Aires,4,561,$$,pickup,Steakhouses,ChIJO6kvi0iXwoARFDFP6vwuwUI,Mercado Buenos Aires,4.5,34.2078106,-118.465729,2
Midori Sushi,16825632,8187891188,0,2,52,4.1,18187891188,%2B18187891188,FIpbwpsCbBHyFXd2v7EB2g,Midori Sushi,3.5,1012,$$,0,Sushi Bars,ChIJTawAbCyWwoAR8ubAo-jLC0c,Midori Sushi,4.2,34.1491635,-118.4358375,2
Milk,16817969,3239396455,0,2,214,4.6,13239396455,%2B13239396455,8VifOOWbCv2je0K6r7yUcA,Milk,4,5779,$$,0,Ice Cream & Frozen Yogurt,ChIJkW59oym5woAR5klPeIcBrls,Milk,4.3,34.0759802,-118.3484977,2
Mofongos,16832966,8187541051,0,1,45,3.9,18187541051,%2B18187541051,dtCVjnGGqynLVKBvw-ZASQ,Mofongos,4,873,$$,0,Latin American,ChIJwzhDdeiVwoARPFt83Z6pGds,Mofongos,4.3,34.1754493,-118.3812148,2
Monty's Steakhouse,16818156,8187169736,0,3,28,3.7,18187169736,%2B18187169736,WgpS7RWOcB6_eMbnxGzIrA,Monty's Steakhouse,3.5,428,$$$,0,Steakhouses,ChIJdVwM95aewoARPHgGcmcpUPU,Monty's Steakhouse,4.3,34.1678066,-118.6063411,3
Morton's The Steakhouse,16831051,8187037272,0,4,28,3.8,18187037272,%2B18187037272,KzG--IWFJXqHfpgodywCwA,Morton's The Steakhouse,4,435,$$$$,0,Steakhouses,ChIJk7kA8x2cwoARQDfcDJOA4Mk,Morton's The Steakhouse,4.3,34.1844207,-118.5971813,4
Mountain Cafe,16818198,2134877615,0,1,10,3.6,12134877615,%2B12134877615,et-BaxAfGLpTufqfimbPUg,Mountain Cafe,4,185,$,0,Korean,ChIJUZlBLX_HwoARTDIesjFWKCY,Mountain,4.3,34.0631054,-118.2975572,0
Mr. Noodle,16825479,3102081730,0,1,23,4,13102081730,%2B13102081730,,,,,,,,ChIJicvZioO8woARWl3KPe6dkSA,Mr. Noodle,4.3,34.0629584,-118.4468617,1
Mucho Mas,16818267,8189800300,0,1,18,3.6,18189800300,%2B18189800300,V5OUVuAUGN9b-T2nRYzTUA,Mucho Mas,3.5,431,$$,0,Mexican,ChIJGcbEAZCVwoARcRW_leWaxas,Mucho Mas,4.4,34.1723195,-118.3580705,2
Myung Dong Kyoja,16830736,2133857789,0,2,15,3.6,12133857789,%2B12133857789,LLj451UZrvt3SkZVrEZ4ew,Myung Dong Kyoja,4,1169,$$,0,Korean,ChIJtWVtaIO4woARvKdvpZsII3g,Myoung Dong Kyo Ja,4.2,34.061564,-118.3043185,2
Myung In Dumplings,16834090,2133813568,0,1,15,3.8,12133813568,%2B12133813568,jCDnwiF2JN5OBbzwlrWuhA,Myung In Dumplings,4,734,$,0,Korean,ChIJMVjCIH64woARjmcOCq4ZvXc,Myung In Dumplings,4.4,34.0528785,-118.3035009,1
Nagao,16818340,3104517733,0,2,43,3.6,13104517733,%2B13104517733,wj2tmqKCEe51ewrWztCBvg,Nagao,4,297,$$,0,Sushi Bars,ChIJJ7qewFWjwoAR77EWZ0a9Wl0,Nagao Sushi & Salad,4.5,34.048252,-118.491261,2
Napa Valley Grille,16818381,3108243322,0,3,85,4.2,13108243322,%2B13108243322,HsrBr49livt6XtKbEzuHnQ,Napa Valley Grille,3.5,848,$$,delivery,American (New),ChIJn-FonoG8woARTixFkOgld9A,Napa Valley Grille,4.2,34.060327,-118.443735,3
Nat's Early Bite Coffee Shop,16818394,8187813040,0,1,88,4.3,18187813040,%2B18187813040,vWuft2V5ZKKWRPzQUHuKDw,Nat's Early Bite Coffee Shop,4.5,1087,$$,0,Diners,ChIJDT1HWK2XwoARdSYiqTRslLY,Nat's Early Bite,4.6,34.1723256,-118.4404486,1
Natas Pastries,16818401,8187888050,0,2,38,4,18187888050,%2B18187888050,Z1-Sy48hV5F01IQqbZZgjg,Natas Pastries,4,812,$$,0,Portuguese,ChIJHWjVQCeWwoARGsTAr7SgF_I,Natas Pastries,4.4,34.1470119,-118.4231103,2
Native Foods Cafe,16818411,3102091055,0,1,90,4.3,13102091055,%2B13102091055,gcf4bQVbiOqglEmYBfbpwQ,Native Foods,4,1375,$$,0,Vegan,ChIJK3ByJIK8woAR5TgqOE-ON7I,Native Foods Cafe,4.5,34.0598901,-118.4459704,2
Pho 999,16819743,8189829370,0,1,13,3.9,18189829370,%2B18189829370,vQTogyHIZtIhrIt1vFkSmw,New Pho 999,4,482,$,0,Vietnamese,ChIJnf6M45KWwoAR6RYkEWoWdZ4,New Pho 999,4.4,34.201509,-118.414346,1
New York Bagel Co.,16818518,3108201050,0,1,22,4,13108201050,%2B13108201050,ckdA2ZfBEttCiz9hGXpUwg,New York Bagel Co.,4,216,$$,0,Bagels,ChIJQVi7_V-7woARo9TvIACzYmo,New York Bagel Co.,4.1,34.0535509,-118.4632264,1
Nick & Stef's Steakhouse,16818575,2136800330,0,4,44,4,12136800330,%2B12136800330,kaBIHYqe06aC5lXHMOVc7A,Nick + Stef's Steakhouse,4,565,$$$,0,Steakhouses,ChIJtchJ1bLHwoARk4rP0JOCJLE,Nick & Stef's Steakhouse,4.4,34.0529142,-118.252486,3
Nick's Cafe,16818582,3232221450,0,1,10,3.6,13232221450,%2B13232221450,7pznU1X4zuSYGNKa_5IL_A,Nick's Cafe,4,1013,$$,pickup,Diners,ChIJDWj_ml7GwoARovw-oXJNxXw,Nick's Cafe,4.5,34.066035,-118.233146,1
Nickel Diner,16830282,2136238301,0,1,208,4.3,12136238301,%2B12136238301,cgEuMSD2vB36OH-FFAqWIA,Nickel Diner,4,2378,$$,0,Diners,ChIJV393iDXGwoARfh17tnhRquA,Nickel Diner,4.4,34.0459937,-118.2490032,2
Nobu,16825667,3106575711,0,4,131,4.5,13106575711,%2B13106575711,x54GDbBf-82ekbqrBiWKwg,Nobu Los Angeles,4,1184,$$$$,0,Japanese,ChIJsdk0FLq-woARme24S_VU8Kg,Nobu Los Angeles,4.4,34.0871088,-118.3766256,4
Noho Pizza and Grill,16819920,8187661106,0,1,16,3.9,18187661106,%2B18187661106,peFhegX7abYiMeLl12LY-Q,Noho Pizza and Grill,4,420,$$,0,Pizza,ChIJ8VnjBfGVwoARuWCDOGUOF9I,NoHo Pizza,4.4,34.1647308,-118.3778164,1
NORMS,16818680,8187805060,0,1,11,3.6,18187805060,%2B18187805060,VjpUEguqJTRZepPV1bgwzg,NORMS Restaurant,3,749,$,0,Diners,ChIJBWAFgCiWwoARH_pQm3RIKeg,NORMS Restaurant,4.2,34.2009182,-118.430412,1
North Hollywood Diner,16821931,8187613341,0,1,19,3.4,18187613341,%2B18187613341,R29Ktruzf6TkoABgNOz09g,North Hollywood Diner,3,526,$$,0,Diners,ChIJO2vErPGVwoARZfq8QH37JlI,North Hollywood Diner,4.1,34.1650843,-118.3783249,1
On The Thirty,16836692,8187880330,0,2,12,3.7,18187880330,%2B18187880330,IEanQPESKzqJTJ7sumdh0g,On The Thirty,4,1289,$$,0,American (New),ChIJ_98keMWXwoARBlYxP2shX5A,On The Thirty,4.4,34.151247,-118.452073,2
Tommy's Original World Famous Hamburgers,16824005,8183408775,0,1,13,3.5,18183408775,%2B18183408775,I6ZW-CaeVxkpzUlWkpgYig,Tommy's Original World Famous Hamburgers,3.5,184,$,0,Burgers,ChIJhzKjfkCcwoARefyEbi29PMs,Original Tommy's,4.3,34.2021822,-118.6057644,1
Osteria La Buca,16815745,3234621900,0,3,71,4.1,13234621900,%2B13234621900,GKQApReu8U9hip4A2ApJ_A,Osteria La Buca,4,1814,$$,0,Italian,ChIJxYti_7C4woARDmORdKEvD38,Osteria La Buca,4.5,34.0833443,-118.3139444,2
Osteria Mamma,16833192,3232847060,0,3,54,4.3,13232847060,%2B13232847060,rr-hXB0ZqXLzUP97yftp0g,Osteria Mamma,4,1479,$$,0,Italian,ChIJgalQiMm4woARdwePHGSaKtY,Osteria Mamma,4.4,34.0833483,-118.324663,2
Osteria Mozza,16825525,3232970100,0,4,379,4.7,13232970100,%2B13232970100,YoQn8MtOimQbqi839TmeZw,Osteria Mozza,4,2676,$$$$,0,Italian,ChIJBacpEtO4woAR8TxewBOIolo,Osteria Mozza,4.5,34.0832419,-118.3389634,3
P.F. Chang's,16819092,8187841694,0,3,27,3.7,18187841694,%2B18187841694,6qXqW-3JyoPWjcV7NQnXJQ,P.F. Chang's,3,511,$$,0,Asian Fusion,ChIJTdTix5SXwoARZ1GytZsqLts,P.F. Chang's,4.1,34.1550782,-118.466368,2
P.F. Chang's,16819095,8183400491,0,3,32,3.8,18183400491,%2B18183400491,o5RJUFQJgVhaFRtZpzCfxA,P.F. Chang's,3,614,$$,0,Chinese,ChIJm2Bmfp-ewoARjdUHjEyCKZE,P.F. Chang's,4.1,34.1795741,-118.6035212,2
Paco's Tacos,16819130,3106458692,0,1,49,4.1,13106458692,%2B13106458692,gJ-ZOu6nlpK1OSeGLGYvww,Paco's Tacos,3.5,700,$$,0,Mexican,ChIJGUDojaVTa4gRsgDHEFog5LA,Paco's Tacos Cantina,4.3,33.9595424,-118.3940825,2
Palmeri,16819170,3104428446,0,3,20,4,13104428446,%2B13104428446,qAPJdPqrZhUJMcMx9desNQ,Palmeri Ristorante,4,241,$$$,0,Italian,ChIJX1dF91-7woARYX_H2NV6Jv0,Palmeri Ristorante,4.6,34.0536385,-118.4636939,3
Panera Bread,16819340,3106419200,0,1,17,4,13106419200,%2B13106419200,Gaiz9ugWGl0oGX5wgZ-Emw,Panera Bread,2.5,394,$$,0,Sandwiches,ChIJQdGnhc2wwoAR2adk7x_ughE,Panera Bread,4.1,33.9585318,-118.3966441,2
Panini Cafe,16833947,8189923330,0,2,16,3.5,18189923330,%2B18189923330,FZQygQnVU1vVbhhrPcUYIQ,Panini Kabob Grill,4,1185,$$,delivery,Mediterranean,ChIJPzV6qR6cwoARPbqrDUmpiTc,Panini Kabob Grill - Woodland Hills,4.4,34.1870288,-118.6010559,2
Pann's,16819352,3237763770,0,1,41,4.2,13237763770,%2B13237763770,PFi2KCQzPNqWMdw8HXcdAA,Pann's Restaurant,4,1141,$$,0,Diners,ChIJHY_zt0G3woARRDCa0mxlEm4,Pann's Restaurant,4.5,33.9781832,-118.3706077,2
Panzanella,16819359,8187844400,0,3,25,3.8,18187844400,%2B18187844400,jNAKiScdPds6Pf4jL98gXg,Panzanella Ristorante,4,416,$$$,delivery,Sicilian,ChIJ-ZoJ4cOXwoAR1KNqfqbYVi0,Panzanella Ristorante,4.5,34.1523292,-118.458396,3
Park's BBQ,16819453,2133801717,0,3,67,4.3,12133801717,%2B12133801717,K-jWQAp9Q-PIXEpN6pspWg,Park's BBQ,4,1623,$$$,0,Barbeque,ChIJj6arSYLHwoAROfRRqiOfX2s,Park's BBQ,4.4,34.0539567,-118.292058,2
Patina,16819507,2139723331,0,4,86,4,12139723331,%2B12139723331,c1g6WMRsJ9yrv0D_fyhlpw,Patina Restaurant,4,642,$$$$,0,French,ChIJZ30BoU3GwoARcSrM1msEKYA,Patina Restaurant,4.4,34.055285,-118.249333,4
Paul's Kitchen Enterprises,16819535,2137495004,0,1,10,3.5,12137495004,%2B12137495004,K_3Cggqb5xDL_kc8kJsr2w,Paul's Kitchen,4,303,$$,0,Chinese,ChIJ_etSrzLGwoARy3jLTRcOGP4,Paul's Kitchen,4.6,34.0354251,-118.2518754,1
Pecorino,16819555,3105713800,0,4,22,3.9,13105713800,%2B13105713800,bLBVtX9I7sn0xfVMPC7xoA,Pecorino Restaurant,3.5,238,$$$,0,Italian,ChIJZdaqEGC7woAREL9dryM-zcQ,Pecorino Restaurant,4.2,34.0535009,-118.4619469,3
Pedalers Fork,16836004,8182258231,0,3,21,3.6,18182258231,%2B18182258231,e2y_Rh6jteVLYIFSDNJgjA,10 Speed Coffee-Calabasas,4.5,207,$$,0,Coffee & Tea,ChIJae7nsWiewoARYeLFRyhCh50,Pedalers Fork,4.4,34.1572238,-118.6387601,2
Peppone,16819623,3104767379,0,4,22,3.9,13104767379,%2B13104767379,GyOuWB-5RWyf1XQTKjSfIg,Peppone Ristorante,3.5,142,$$$,0,Italian,ChIJt2yKfru8woARWXFg8IAzoMo,Peppone Restaurant,4.4,34.0651548,-118.469193,3
Perch,16834618,2138021770,0,4,64,4.4,12138021770,%2B12138021770,K-Fbh2WCHlqR56H9TnfpNA,Perch,4,7024,$$$,0,Lounges,ChIJqbKnF0vGwoARREUrVhYGqTU,Perch,4.5,34.0490017,-118.251408,3
Petty Cash Taqueria & Bar,16836415,3239335300,0,2,36,3.7,13239335300,%2B13239335300,Mf485NsbcifZlMMLBsxLsA,Playa,3.5,229,$$$,0,Latin American,ChIJm_Zsaym5woAR16rpmEelSo0,Petty Cash Taqueria & Bar,4.3,34.0759873,-118.3503308,2
Pho 999,16819744,8187821999,0,1,25,3.8,18187821999,%2B18187821999,6XxBB4c4tdNy6TmoY7rrWg,Pho 999,3.5,808,$,0,Vietnamese,ChIJHzwro22XwoARdgggvS4Burk,Phở 999,4.4,34.1873683,-118.4668686,1
Pho 87,16819741,3232270758,0,1,23,4,13232270758,%2B13232270758,EiGZST3PxwKs94PTOsD4eQ,Pho 87,4,1361,$,0,Vietnamese,ChIJF5-xKVnGwoARobBf9Z2okrM,Pho 87,4.5,34.067348,-118.235696,1
Pho So 1,16819766,8189966515,0,1,24,3.8,18189966515,%2B18189966515,ke17kDAiwX-OlbfA94q6eA,Pho So 1,4,643,$,0,Vietnamese,ChIJEyTMV9SbwoARytjjwq9tNF8,Pho So 1,4.4,34.2020728,-118.536333,1
Pita Kitchen,16819892,8189907006,0,1,28,4,18189907006,%2B18189907006,DeeAn79oA2c_OKBPoVsv0g,Pita kitchen,4,987,$$,0,Middle Eastern,ChIJMZT5yM-XwoARd3_oUWXjl3o,Pita Kitchen,4.5,34.150534,-118.448925,1
Pizzanista!,16833721,2136271430,0,2,15,3.6,12136271430,%2B12136271430,MOtol6UF53xvR8u-nzRy8Q,Toddy G's Pizza,4.5,66,$$,0,Pizza,ChIJMRSMhSHGwoAR5UrfQ8NW9Qo,Pizzanista!,4.6,34.034833,-118.231605,1
Pizzeria Mozza,16820124,3232970101,0,3,597,4.9,13232970101,%2B13232970101,q8buTNBt3FU9vie0D5OOxA,Pizzeria Mozza,4,4129,$$,0,Pizza,ChIJbWvuoNO4woARx2Xy5MvJ138,Pizzeria Mozza,4.5,34.0831169,-118.3388666,2
Pizzicotto,16820127,3104427188,0,2,99,4.4,13104427188,%2B13104427188,XhOEpZjSCs6uV7j8TBr3OQ,Pizzicotto,4,541,$$,delivery,Italian,ChIJ90RxoaC8woARFA8BdgUXKoY,Pizzicotto,4.5,34.0529876,-118.4677483,2
Pomodoro Trattoria,16830278,3104459998,0,2,35,4,13104459998,%2B13104459998,5JSRwc90j0V226stp1zWDA,Pomodoro Trattoria,4.5,886,$$,0,Italian,ChIJv0LpIn-7woARWxDj-Erpino,Pomodoro Trattoria,4.5,34.0552585,-118.4420848,2
Poppy + Rose,16839405,2139957799,0,1,10,3.5,12139957799,%2B12139957799,NlT-6hFP0_6hPo36AW2lIA,Poppy + Rose,4,2127,$$,pickup,Breakfast & Brunch,ChIJkzEreTPGwoARZNbfgT-c4Sw,Poppy + Rose,4.3,34.0406706,-118.2500877,2
Poquito Mas,16820286,8189948226,0,1,30,3.8,18189948226,%2B18189948226,yVufSYTv_YxMNWdZ1jk0Lw,Poquito Más,3.5,304,$,delivery,Mexican,ChIJb5IuWomVwoARBix_HvishGg,Poquito Mas,4.2,34.165062,-118.3633474,1
Poquito Mas,16820287,8188872007,0,1,31,3.8,18188872007,%2B18188872007,ewbROUySwZo9I4-pU-HJzA,Poquito Mas Restaurant,3.5,334,$$,0,Mexican,ChIJi3goaSyWwoAR5MxSUSyRvVI,Poquito Mas,4.4,34.1486053,-118.4358049,1
Providence,16820386,3234604170,0,4,211,4.7,13234604170,%2B13234604170,TzIJzamxdVGc3zReKbLGaA,Providence,4.5,2588,$$$$,0,Seafood,ChIJaUBtetO-woARqyrV4ASPECg,Providence,4.6,34.0836413,-118.3302036,4
Purgatory Pizza,16826009,3232625310,0,2,24,3.8,13232625310,%2B13232625310,zDQm3hXszZOov-w6IAI31A,Purgatory Pizza,4,740,$$,0,Pizza,ChIJ-5cVMBTGwoARDOhwX1OBBZc,Purgatory Pizza,4.6,34.04737,-118.2258,2
Puro Sabor Peruvian Restaurant,16825994,8189080818,0,1,11,3.6,18189080818,%2B18189080818,3iGy-965o_BRK5y-akPGDg,Puro Sabor,4,204,$$,pickup,Latin American,ChIJS3q0zQWXwoAR168rzPjcUFg,Puro Sabor Peruvian Restaurant,4.4,34.1862174,-118.4485365,2
Ramayani Westwood,16820677,3104773315,0,2,37,3.8,13104773315,%2B13104773315,COWNd6DAq_5_-wpX0EbrtQ,Ramayani,4,490,$$,0,Indonesian,ChIJn2PmzYK7woARYa2gJLv9oYU,Ramayani,4.3,34.050486,-118.4379181,2
Real Food Daily,16820728,3102899910,0,2,95,4.2,13102899910,%2B13102899910,ajDiBj3eaRyvuT9NNZcVhA,Real Food Daily,4,1360,$$,0,Breakfast & Brunch,ChIJ12ENnLO-woAR4HeJnqmtJOA,Real Food Daily,4.5,34.0785862,-118.3764336,2
Redbird,16839629,2137881191,0,4,22,4,12137881191,%2B12137881191,5SVj7kpiXxCEnkzL_8wA1g,Redbird,4,1302,$$$,0,Cocktail Bars,ChIJv4yVGknGwoARC_5zwy3zU5M,Redbird,4.5,34.0505004,-118.2440775,2
Reddi-Chick,16820780,3103935238,0,1,14,3.6,13103935238,%2B13103935238,2ZmAfRWdtMulR2NKv646hg,Reddi Chick BBQ,3.5,148,$,0,Barbeque,ChIJx3qVjFWjwoARc306HGI8VbE,Reddi Chick,4.1,34.0474843,-118.4904119,1
Republic of Pie,16835215,8183087990,0,1,29,4.1,18183087990,%2B18183087990,KItHaOBsBJo0wRToy3E0Aw,Republic Of Pie,4,1802,$$,0,Bakeries,ChIJj83PovOVwoARU_DIkrmdBUo,Republic Of Pie,4.6,34.1647296,-118.3731302,2
Rib Ranch Barbeque,16820889,8188847776,0,2,18,3.9,18188847776,%2B18188847776,ZDBMQl6YkxHGJ2VHwyQmOg,Rib Ranch BBQ,3.5,447,$$,0,Barbeque,ChIJI2ZsTeqewoARMc1HMcTet4o,Rib Ranch BBQ,4.3,34.157584,-118.606183,2
Road To Seoul,16831239,3237319292,0,3,50,4.3,13237319292,%2B13237319292,FlL2h3iROzhAIVBp3OaA9g,Road To Seoul,4,3611,$$,0,Korean,ChIJG66s-ny4woARKovuLSn9hEM,Road to Seoul,4.4,34.0484855,-118.308862,2
Rock'n Fish,16831340,2137484020,0,3,50,4.1,12137484020,%2B12137484020,LflKiZyF57UEm2CYcfJ2ww,Rock'N Fish,3.5,1162,$$,0,Seafood,ChIJG5wBgrfHwoARX4baazW2RFg,Rock'N Fish Restaurant,4.1,34.0445166,-118.2654804,2
Rosa Mexicano,16832313,2137460001,0,2,66,4.2,12137460001,%2B12137460001,0JyqNcM8f5m2QskYcNOUrw,Rosa Mexicano,3,1322,$$,pickup,Mexican,ChIJG5wBgrfHwoAReLFkEj57D84,Rosa Mexicano,4,34.0449376,-118.2654979,2
Roy's Restaurant,16821172,8188884801,0,4,45,4.1,18188884801,%2B18188884801,PEiCBdxWusSKwv-9MvhqMQ,Roy's Restaurant,4,811,$$$,delivery,Seafood,ChIJ5ZEngiGcwoARK19hYAHD6E4,Roy's Restaurant,4.3,34.1864191,-118.6063387,3
Royal Curry Cafe,16810519,8185097947,0,2,15,3.7,18185097947,%2B18185097947,Jx1hDF2_kpgivPfZ8oxk8A,Royal Curry Cafe,4.5,427,$$,0,Indian,ChIJr6Y9lTy-woARElxT-T-KPa8,Royal Curry Cafe,4.2,34.1488059,-118.3651033,2
Royal Delhi Palace Cuisine of India,16825903,8189920913,0,2,14,3.7,18189920913,%2B18189920913,HxygMb98Jq_2M2KOTCNbRw,Royal Delhi Palace,4,352,$,pickup,Indian,ChIJJ6xru0ecwoARrLtCpy3WuCw,Royal Delhi Palace,4.2,34.2022369,-118.6125425,1
Sagebrush Cantina,16826615,8182226062,0,2,43,3.7,18182226062,%2B18182226062,#NAME?,Sagebrush Cantina,3,1103,$$,0,Mexican,ChIJKax8NG-ewoARrnkHOeHlODg,Sagebrush Cantina,4.1,34.1575089,-118.6393637,2
Salomi,16821369,8185060130,0,2,18,3.6,18185060130,%2B18185060130,skDvkEEI4e3F-AfODBvkLg,Salomi Indian and Bangladesh Restaurant,5,74,0,0,Indian,ChIJqQpX0_OVwoARvA3AiVKmyFo,Salomi Indian & Bangladeshi Restaurant,3.7,34.1723771,-118.3705514,2
Sam Woo BBQ,16821392,8189886813,0,1,20,3.8,18189886813,%2B18189886813,vJeTE3FreD_D3CxTMSodIA,Sam Woo BBQ,4,619,$$,0,Barbeque,ChIJx9UWDG2XwoAR3owyI9ij1Io,Sam Woo BBQ,4.3,34.1877591,-118.4654446,2
Maddalena Restaurant,16821437,3232231401,0,2,29,4.1,13232231401,%2B13232231401,HlKxlisBOQ80uO6vcetlBA,San Antonio Winery,4,1237,$$,0,Wineries,ChIJj2tUC2bGwoARwqdCDE37YD0,San Antonio Winery,4.7,34.0637293,-118.223954,1
